true_rul,pred_rul,uncertainty,error,abs_error
18.0,81.72315216064453,88.07002258300781,63.72315216064453,63.72315216064453
79.0,86.2235336303711,85.45091247558594,7.223533630371094,7.223533630371094
106.0,83.74169921875,85.12987518310547,-22.25830078125,22.25830078125
110.0,81.0239028930664,84.47046661376953,-28.976097106933594,28.976097106933594
15.0,83.80146789550781,80.36823272705078,68.80146789550781,68.80146789550781
125.0,81.50796508789062,77.787841796875,-43.492034912109375,43.492034912109375
6.0,82.85029602050781,82.3298110961914,76.85029602050781,76.85029602050781
90.0,80.7715835571289,84.97956085205078,-9.228416442871094,9.228416442871094
11.0,84.40103149414062,83.8437271118164,73.40103149414062,73.40103149414062
79.0,83.67330932617188,96.91472625732422,4.673309326171875,4.673309326171875
6.0,84.47247314453125,82.37896728515625,78.47247314453125,78.47247314453125
73.0,84.28321075439453,77.62842559814453,11.283210754394531,11.283210754394531
30.0,83.85306549072266,90.7388687133789,53.853065490722656,53.853065490722656
11.0,81.48191833496094,69.29349517822266,70.48191833496094,70.48191833496094
37.0,80.72528076171875,81.97447204589844,43.72528076171875,43.72528076171875
67.0,76.33589172363281,84.61577606201172,9.335891723632812,9.335891723632812
68.0,85.32479858398438,86.66100311279297,17.324798583984375,17.324798583984375
99.0,84.42837524414062,84.76802825927734,-14.571624755859375,14.571624755859375
22.0,79.40083312988281,81.39891052246094,57.40083312988281,57.40083312988281
54.0,84.50152587890625,85.06654357910156,30.50152587890625,30.50152587890625
97.0,80.22493743896484,84.26406860351562,-16.775062561035156,16.775062561035156
10.0,83.02831268310547,91.45685577392578,73.02831268310547,73.02831268310547
125.0,81.71409606933594,99.41790008544922,-43.28590393066406,43.28590393066406
77.0,84.70758056640625,89.48881530761719,7.70758056640625,7.70758056640625
88.0,81.35403442382812,90.33831787109375,-6.645965576171875,6.645965576171875
125.0,81.28376007080078,77.82870483398438,-43.71623992919922,43.71623992919922
125.0,78.92797088623047,84.99134063720703,-46.07202911376953,46.07202911376953
125.0,83.53958129882812,96.57599639892578,-41.460418701171875,41.460418701171875
83.0,80.92208862304688,81.67003631591797,-2.077911376953125,2.077911376953125
78.0,84.59146118164062,96.52973937988281,6.591461181640625,6.591461181640625
75.0,83.51580047607422,86.92054748535156,8.515800476074219,8.515800476074219
11.0,84.02503204345703,84.21575164794922,73.02503204345703,73.02503204345703
53.0,78.71871948242188,87.94664764404297,25.718719482421875,25.718719482421875
125.0,85.96105194091797,81.59589385986328,-39.03894805908203,39.03894805908203
63.0,83.53974914550781,81.23965454101562,20.539749145507812,20.539749145507812
100.0,81.07947540283203,77.24240112304688,-18.92052459716797,18.92052459716797
125.0,77.39696502685547,84.78663635253906,-47.60303497314453,47.60303497314453
55.0,83.49578857421875,92.70993041992188,28.49578857421875,28.49578857421875
48.0,89.17646789550781,83.19768524169922,41.17646789550781,41.17646789550781
37.0,86.81353759765625,83.6937484741211,49.81353759765625,49.81353759765625
44.0,84.70782470703125,89.4922103881836,40.70782470703125,40.70782470703125
27.0,75.06858825683594,85.99118041992188,48.06858825683594,48.06858825683594
18.0,83.38385772705078,88.9522705078125,65.38385772705078,65.38385772705078
6.0,83.93646240234375,81.69768524169922,77.93646240234375,77.93646240234375
15.0,80.90985107421875,85.60432434082031,65.90985107421875,65.90985107421875
112.0,82.19720458984375,84.93834686279297,-29.80279541015625,29.80279541015625
125.0,81.7259292602539,81.23201751708984,-43.274070739746094,43.274070739746094
13.0,85.0527572631836,86.6213607788086,72.0527572631836,72.0527572631836
