true_rul,pred_rul,uncertainty,error,abs_error
44.0,85.95079040527344,85.55022430419922,41.95079040527344,41.95079040527344
51.0,83.09445190429688,77.19512939453125,32.094451904296875,32.094451904296875
27.0,84.38066101074219,76.5170669555664,57.38066101074219,57.38066101074219
120.0,82.7656478881836,77.6944351196289,-37.234352111816406,37.234352111816406
101.0,81.15179443359375,87.56697845458984,-19.84820556640625,19.84820556640625
99.0,82.41651153564453,90.78744506835938,-16.58348846435547,16.58348846435547
71.0,78.83914947509766,84.6863021850586,7.839149475097656,7.839149475097656
55.0,78.90664672851562,83.77843475341797,23.906646728515625,23.906646728515625
55.0,80.29226684570312,90.3374252319336,25.292266845703125,25.292266845703125
66.0,83.57905578613281,87.6539306640625,17.579055786132812,17.579055786132812
77.0,86.88726806640625,81.47388458251953,9.88726806640625,9.88726806640625
115.0,78.52651977539062,87.83867645263672,-36.473480224609375,36.473480224609375
115.0,86.77454376220703,85.29740142822266,-28.22545623779297,28.22545623779297
31.0,84.31515502929688,87.34941101074219,53.315155029296875,53.315155029296875
108.0,83.34513854980469,82.48886108398438,-24.654861450195312,24.654861450195312
56.0,89.54397583007812,93.23757934570312,33.543975830078125,33.543975830078125
125.0,83.33967590332031,82.42144775390625,-41.66032409667969,41.66032409667969
125.0,87.20226287841797,95.2204818725586,-37.79773712158203,37.79773712158203
85.0,85.53166961669922,90.34078979492188,0.5316696166992188,0.5316696166992188
56.0,80.32672882080078,90.1217041015625,24.32672882080078,24.32672882080078
18.0,78.30215454101562,81.81221771240234,60.302154541015625,60.302154541015625
119.0,82.47134399414062,89.43115997314453,-36.528656005859375,36.528656005859375
78.0,77.03864288330078,80.07217407226562,-0.9613571166992188,0.9613571166992188
9.0,81.8915786743164,66.90538024902344,72.8915786743164,72.8915786743164
58.0,76.60620880126953,86.50772857666016,18.60620880126953,18.60620880126953
11.0,85.88023376464844,83.58001708984375,74.88023376464844,74.88023376464844
88.0,78.99325561523438,79.20386505126953,-9.006744384765625,9.006744384765625
125.0,79.93817138671875,93.97463989257812,-45.06182861328125,45.06182861328125
124.0,83.21456146240234,87.28976440429688,-40.785438537597656,40.785438537597656
89.0,81.06048583984375,86.25237274169922,-7.93951416015625,7.93951416015625
79.0,82.54178619384766,92.53551483154297,3.5417861938476562,3.5417861938476562
55.0,81.97537994384766,83.6884994506836,26.975379943847656,26.975379943847656
71.0,87.97489929199219,87.68651580810547,16.974899291992188,16.974899291992188
65.0,85.51358032226562,78.53254699707031,20.513580322265625,20.513580322265625
87.0,88.3152084350586,93.81588745117188,1.3152084350585938,1.3152084350585938
125.0,76.58840942382812,94.05023956298828,-48.411590576171875,48.411590576171875
125.0,86.2802963256836,83.61996459960938,-38.719703674316406,38.719703674316406
22.0,79.75609588623047,87.36756134033203,57.75609588623047,57.75609588623047
8.0,77.68170166015625,73.71114349365234,69.68170166015625,69.68170166015625
41.0,84.8306655883789,81.93260955810547,43.830665588378906,43.830665588378906
125.0,83.28844451904297,91.49747467041016,-41.71155548095703,41.71155548095703
115.0,83.22494506835938,87.09187316894531,-31.775054931640625,31.775054931640625
125.0,87.34420013427734,86.09522247314453,-37.655799865722656,37.655799865722656
69.0,84.31983184814453,83.78614044189453,15.319831848144531,15.319831848144531
111.0,85.20584106445312,86.66364288330078,-25.794158935546875,25.794158935546875
7.0,84.00909423828125,76.81742095947266,77.00909423828125,77.00909423828125
125.0,80.85659790039062,87.86331939697266,-44.143402099609375,44.143402099609375
55.0,85.87265014648438,84.90174102783203,30.872650146484375,30.872650146484375
125.0,88.1963119506836,88.1465072631836,-36.803688049316406,36.803688049316406
11.0,81.49465942382812,78.35783386230469,70.49465942382812,70.49465942382812
78.0,85.6999740600586,84.87151336669922,7.699974060058594,7.699974060058594
120.0,86.88113403320312,94.8792953491211,-33.118865966796875,33.118865966796875
87.0,85.28765869140625,83.62349700927734,-1.71234130859375,1.71234130859375
87.0,78.50682067871094,78.66390228271484,-8.493179321289062,8.493179321289062
55.0,87.31649780273438,81.33206939697266,32.316497802734375,32.316497802734375
93.0,85.77656555175781,75.76042938232422,-7.2234344482421875,7.2234344482421875
88.0,85.06672668457031,87.6899642944336,-2.9332733154296875,2.9332733154296875
40.0,80.55070495605469,83.3119125366211,40.55070495605469,40.55070495605469
49.0,85.99214935302734,91.1900634765625,36.992149353027344,36.992149353027344
125.0,82.98887634277344,79.75415802001953,-42.01112365722656,42.01112365722656
125.0,83.3435287475586,87.89241790771484,-41.656471252441406,41.656471252441406
58.0,81.74456787109375,85.6065444946289,23.74456787109375,23.74456787109375
117.0,84.54998016357422,83.42434692382812,-32.45001983642578,32.45001983642578
28.0,79.16674041748047,82.82572174072266,51.16674041748047,51.16674041748047
115.0,85.70996856689453,92.41295623779297,-29.29003143310547,29.29003143310547
87.0,86.68569946289062,83.13455200195312,-0.314300537109375,0.314300537109375
92.0,86.0509262084961,91.87872314453125,-5.949073791503906,5.949073791503906
103.0,76.6316146850586,79.24398040771484,-26.368385314941406,26.368385314941406
100.0,84.961181640625,88.64535522460938,-15.038818359375,15.038818359375
63.0,78.20796203613281,79.84146118164062,15.207962036132812,15.207962036132812
35.0,81.75994110107422,70.50591278076172,46.75994110107422,46.75994110107422
45.0,84.12523651123047,78.0148696899414,39.12523651123047,39.12523651123047
99.0,79.60063171386719,92.83250427246094,-19.399368286132812,19.399368286132812
117.0,84.3213119506836,80.02485656738281,-32.678688049316406,32.678688049316406
45.0,78.30736541748047,87.6280288696289,33.30736541748047,33.30736541748047
27.0,82.55953979492188,74.91270446777344,55.559539794921875,55.559539794921875
86.0,83.85338592529297,87.52384948730469,-2.1466140747070312,2.1466140747070312
20.0,75.90753173828125,84.12071990966797,55.90753173828125,55.90753173828125
18.0,87.55390930175781,83.14303588867188,69.55390930175781,69.55390930175781
125.0,84.84600830078125,97.57978820800781,-40.15399169921875,40.15399169921875
15.0,80.11463165283203,79.43826293945312,65.11463165283203,65.11463165283203
6.0,80.91789245605469,71.22801971435547,74.91789245605469,74.91789245605469
125.0,84.3056640625,78.98961639404297,-40.6943359375,40.6943359375
104.0,87.09848022460938,84.33971405029297,-16.901519775390625,16.901519775390625
56.0,82.61262512207031,89.35321044921875,26.612625122070312,26.612625122070312
25.0,85.84060668945312,82.51316833496094,60.840606689453125,60.840606689453125
68.0,80.64031982421875,73.56298828125,12.64031982421875,12.64031982421875
125.0,86.00311279296875,80.46508026123047,-38.99688720703125,38.99688720703125
41.0,83.8495101928711,90.72847747802734,42.849510192871094,42.849510192871094
51.0,84.39056396484375,86.66924285888672,33.39056396484375,33.39056396484375
81.0,79.55709075927734,90.67257690429688,-1.4429092407226562,1.4429092407226562
14.0,79.0443344116211,70.52332305908203,65.0443344116211,65.0443344116211
67.0,86.24561309814453,91.16618347167969,19.24561309814453,19.24561309814453
10.0,80.07675170898438,71.67901611328125,70.07675170898438,70.07675170898438
125.0,85.00812530517578,91.63589477539062,-39.99187469482422,39.99187469482422
113.0,82.17107391357422,84.52960205078125,-30.82892608642578,30.82892608642578
123.0,76.96031188964844,88.07167053222656,-46.03968811035156,46.03968811035156
17.0,82.68324279785156,87.35379028320312,65.68324279785156,65.68324279785156
8.0,76.11515808105469,74.48374938964844,68.11515808105469,68.11515808105469
28.0,83.47073364257812,76.2209243774414,55.470733642578125,55.470733642578125
