engine_id,health_index,predicted_rul,true_rul,error,alert_level
94,6.9,8.6,10,-1.4000000000000004,CRITICAL
82,7.4,9.2,6,3.1999999999999993,CRITICAL
24,7.9,9.9,9,0.9000000000000004,CRITICAL
99,8.1,10.2,8,2.1999999999999993,CRITICAL
98,8.6,10.8,17,-6.199999999999999,CRITICAL
92,9.5,11.8,14,-2.1999999999999993,CRITICAL
39,9.6,12.0,8,4.0,CRITICAL
50,10.5,13.1,11,2.0999999999999996,CRITICAL
86,11.9,14.8,25,-10.2,CRITICAL
46,13.5,16.9,7,9.899999999999999,CRITICAL
79,18.0,22.5,18,4.5,WARNING
78,18.6,23.2,20,3.1999999999999993,WARNING
71,18.6,23.3,35,-11.7,WARNING
21,19.5,24.4,18,6.399999999999999,WARNING
26,19.9,24.9,11,13.899999999999999,WARNING
3,22.7,28.4,27,1.3999999999999986,WARNING
81,24.4,30.5,15,15.5,WARNING
14,24.7,30.9,31,-0.10000000000000142,WARNING
64,28.9,36.1,28,8.100000000000001,WARNING
100,32.9,41.1,28,13.100000000000001,WARNING
32,33.6,42.0,55,-13.0,WARNING
59,34.1,42.6,49,-6.399999999999999,WARNING
40,34.2,42.7,41,1.7000000000000028,WARNING
55,34.7,43.4,55,-11.600000000000001,WARNING
38,34.7,43.4,22,21.4,WARNING
90,37.4,46.8,51,-4.200000000000003,WARNING
76,40.6,50.8,27,23.799999999999997,HEALTHY
48,41.5,51.9,55,-3.1000000000000014,HEALTHY
1,44.2,55.3,44,11.299999999999997,HEALTHY
8,46.9,58.7,55,3.700000000000003,HEALTHY
7,47.2,59.0,71,-12.0,HEALTHY
23,49.3,61.7,78,-16.299999999999997,HEALTHY
75,50.3,62.9,45,17.9,HEALTHY
96,51.0,63.7,113,-49.3,HEALTHY
25,52.4,65.5,58,7.5,HEALTHY
11,54.1,67.7,77,-9.299999999999997,HEALTHY
77,54.3,67.9,86,-18.099999999999994,HEALTHY
31,55.3,69.1,79,-9.900000000000006,HEALTHY
20,56.3,70.3,56,14.299999999999997,HEALTHY
72,58.2,72.8,45,27.799999999999997,HEALTHY
87,58.9,73.7,68,5.700000000000003,HEALTHY
34,63.0,78.7,65,13.700000000000003,HEALTHY
56,63.2,79.1,93,-13.900000000000006,HEALTHY
33,63.9,79.8,71,8.799999999999997,HEALTHY
44,66.7,83.4,69,14.400000000000006,HEALTHY
30,68.3,85.4,89,-3.5999999999999943,HEALTHY
10,68.5,85.6,66,19.599999999999994,HEALTHY
67,70.9,88.7,92,-3.299999999999997,HEALTHY
42,72.4,90.4,115,-24.599999999999994,HEALTHY
9,72.7,90.9,55,35.900000000000006,HEALTHY
58,73.3,91.6,40,51.599999999999994,HEALTHY
13,73.4,91.8,115,-23.200000000000003,HEALTHY
57,73.6,91.9,88,3.9000000000000057,HEALTHY
2,74.1,92.7,51,41.7,HEALTHY
62,74.2,92.7,58,34.7,HEALTHY
66,74.5,93.1,87,6.099999999999994,HEALTHY
89,75.2,94.0,41,53.0,HEALTHY
85,76.4,95.5,56,39.5,HEALTHY
84,77.0,96.3,104,-7.700000000000003,HEALTHY
70,77.0,96.3,63,33.3,HEALTHY
60,77.5,96.8,125,-28.200000000000003,HEALTHY
27,78.2,97.7,88,9.700000000000003,HEALTHY
12,82.2,102.8,115,-12.200000000000003,HEALTHY
91,85.3,106.6,81,25.599999999999994,HEALTHY
51,85.3,106.6,78,28.599999999999994,HEALTHY
53,85.7,107.1,87,20.099999999999994,HEALTHY
6,86.3,107.8,99,8.799999999999997,HEALTHY
83,87.3,109.1,125,-15.900000000000006,HEALTHY
93,88.5,110.6,67,43.599999999999994,HEALTHY
52,90.5,113.1,120,-6.900000000000006,HEALTHY
28,90.8,113.5,125,-11.5,HEALTHY
73,91.0,113.7,99,14.700000000000003,HEALTHY
4,91.2,114.0,120,-6.0,HEALTHY
95,91.3,114.1,125,-10.900000000000006,HEALTHY
17,91.3,114.1,125,-10.900000000000006,HEALTHY
35,92.5,115.6,87,28.599999999999994,HEALTHY
19,92.6,115.8,85,30.799999999999997,HEALTHY
63,93.0,116.3,117,-0.7000000000000028,HEALTHY
29,93.8,117.3,124,-6.700000000000003,HEALTHY
18,94.1,117.6,125,-7.400000000000006,HEALTHY
54,94.2,117.8,87,30.799999999999997,HEALTHY
47,94.6,118.3,125,-6.700000000000003,HEALTHY
37,95.0,118.7,125,-6.299999999999997,HEALTHY
45,95.1,118.9,111,7.900000000000006,HEALTHY
15,95.6,119.4,108,11.400000000000006,HEALTHY
69,95.7,119.7,100,19.700000000000003,HEALTHY
65,96.5,120.6,115,5.599999999999994,HEALTHY
97,96.6,120.8,123,-2.200000000000003,HEALTHY
22,96.9,121.2,119,2.200000000000003,HEALTHY
88,97.0,121.3,125,-3.700000000000003,HEALTHY
41,97.1,121.4,125,-3.5999999999999943,HEALTHY
43,97.1,121.3,125,-3.700000000000003,HEALTHY
74,97.7,122.1,117,5.099999999999994,HEALTHY
68,97.7,122.1,103,19.099999999999994,HEALTHY
36,98.0,122.5,125,-2.5,HEALTHY
5,98.4,123.0,101,22.0,HEALTHY
16,98.5,123.2,56,67.2,HEALTHY
61,98.9,123.6,125,-1.4000000000000057,HEALTHY
49,99.0,123.8,125,-1.2000000000000028,HEALTHY
80,99.5,124.4,125,-0.5999999999999943,HEALTHY
